municipality_code,municipality_name,harvest_year,planting_mmdd,r1_offset_days,r6_offset_days,water_deficit_reproductive_mm,dry_spell_longest_reproductive_days,hot_days_reproductive,precip_total_season_mm
4302204,Boa Vista do Buricá,1996,11-10,45,97,0.0,9.0,1.0,626.0
4302204,Boa Vista do Buricá,1996,11-15,45,97,0.0,6.0,1.0,586.2
4302204,Boa Vista do Buricá,1996,11-20,44,95,0.0,3.0,1.0,586.6000000000001
4302204,Boa Vista do Buricá,1996,11-25,44,95,0.0,3.0,1.0,608.5000000000002
4302204,Boa Vista do Buricá,1996,11-30,42,96,0.0,3.0,1.0,650.4000000000002
4302204,Boa Vista do Buricá,1996,12-05,43,97,0.0,3.0,0.0,702.6000000000001
4302204,Boa Vista do Buricá,1996,12-10,44,98,0.0,3.0,0.0,722.9000000000002
4302204,Boa Vista do Buricá,1996,12-15,43,99,0.0,3.0,0.0,742.0000000000002
4302204,Boa Vista do Buricá,1996,12-20,45,102,0.0,3.0,0.0,757.8000000000002
4302204,Boa Vista do Buricá,1997,10-01,61,112,56.789994888501255,5.0,0.0,853.0000000000001
4302204,Boa Vista do Buricá,1997,10-06,59,110,54.79303884197253,5.0,0.0,817.2
4302204,Boa Vista do Buricá,1997,10-11,57,108,92.13953610821162,5.0,0.0,801.4000000000001
4302204,Boa Vista do Buricá,1997,10-16,56,105,88.34901962229229,5.0,0.0,748.1000000000004
4302204,Boa Vista do Buricá,1997,10-21,55,104,31.10908136538488,5.0,0.0,671.1000000000003
4302204,Boa Vista do Buricá,1997,10-26,53,102,32.77731959702281,5.0,0.0,636.3000000000001
4302204,Boa Vista do Buricá,1997,10-31,53,100,79.80987432581199,5.0,0.0,634.6
4302204,Boa Vista do Buricá,1997,11-05,52,100,75.8511237284697,5.0,0.0,635.1
4302204,Boa Vista do Buricá,1997,11-10,51,100,48.740662376158134,4.0,0.0,606.9000000000001
4302204,Boa Vista do Buricá,1997,11-15,50,100,0.0,4.0,0.0,602.8000000000001
4302204,Boa Vista do Buricá,1997,11-20,49,99,0.0,4.0,0.0,572.8000000000001
4302204,Boa Vista do Buricá,1997,11-25,48,98,0.0,4.0,0.0,573.2000000000002
4302204,Boa Vista do Buricá,1997,11-30,47,99,0.0,4.0,0.0,573.4000000000002
4302204,Boa Vista do Buricá,1997,12-05,47,99,0.0,5.0,0.0,572.1000000000001
4302204,Boa Vista do Buricá,1997,12-10,46,99,0.0,5.0,0.0,535.0000000000002
4302204,Boa Vista do Buricá,1997,12-15,45,99,0.0,8.0,0.0,497.0
4302204,Boa Vista do Buricá,1997,12-20,44,100,43.85354424187856,8.0,0.0,489.99999999999994
4302204,Boa Vista do Buricá,1998,10-01,58,110,0.0,6.0,0.0,1558.6000000000001
4302204,Boa Vista do Buricá,1998,10-06,57,108,0.0,6.0,0.0,1531.7999999999997
4302204,Boa Vista do Buricá,1998,10-11,55,105,0.0,6.0,0.0,1426.9999999999998
4302204,Boa Vista do Buricá,1998,10-16,55,105,0.0,6.0,0.0,1349.6
4302204,Boa Vista do Buricá,1998,10-21,53,103,0.0,6.0,0.0,1351.8999999999999
4302204,Boa Vista do Buricá,1998,10-26,52,101,0.0,6.0,0.0,1357.4999999999998
4302204,Boa Vista do Buricá,1998,10-31,51,101,0.0,6.0,0.0,1202.1000000000004
4302204,Boa Vista do Buricá,1998,11-05,50,101,0.0,6.0,0.0,1147.1000000000001
4302204,Boa Vista do Buricá,1998,11-10,50,101,0.0,6.0,0.0,1148.2
4302204,Boa Vista do Buricá,1998,11-15,49,101,0.0,6.0,0.0,1092.3999999999999
4302204,Boa Vista do Buricá,1998,11-20,48,100,0.0,6.0,0.0,1090.0
4302204,Boa Vista do Buricá,1998,11-25,48,100,0.0,5.0,0.0,1069.9000000000003
4302204,Boa Vista do Buricá,1998,11-30,47,99,0.0,7.0,0.0,1109.2000000000003
4302204,Boa Vista do Buricá,1998,12-05,46,99,0.0,7.0,0.0,1104.1000000000001
4302204,Boa Vista do Buricá,1998,12-10,46,101,0.0,7.0,0.0,1143.2000000000003
4302204,Boa Vista do Buricá,1998,12-15,45,104,0.0,7.0,0.0,1232.8000000000002
4302204,Boa Vista do Buricá,1998,12-20,45,105,0.0,7.0,0.0,1394.6000000000001
4302204,Boa Vista do Buricá,1999,10-01,61,114,99.38621086558616,6.0,0.0,710.8000000000001
4302204,Boa Vista do Buricá,1999,10-06,59,111,90.5687034454021,6.0,0.0,635.4000000000001
4302204,Boa Vista do Buricá,1999,10-11,57,109,79.582793543426,6.0,0.0,671.9000000000001
4302204,Boa Vista do Buricá,1999,10-16,56,108,109.09145494040465,6.0,0.0,642.1000000000001
4302204,Boa Vista do Buricá,1999,10-21,55,107,75.27910512092664,6.0,0.0,568.3000000000002
4302204,Boa Vista do Buricá,1999,10-26,54,105,65.77378848800906,6.0,0.0,511.1000000000002
4302204,Boa Vista do Buricá,1999,10-31,54,104,91.0215290472222,5.0,0.0,511.2000000000002
4302204,Boa Vista do Buricá,1999,11-05,52,103,18.579897595773105,5.0,0.0,488.10000000000014
4302204,Boa Vista do Buricá,1999,11-10,52,102,32.614233827895625,5.0,0.0,479.90000000000015
4302204,Boa Vista do Buricá,1999,11-15,51,101,27.587251078175857,5.0,0.0,475.2000000000001
4302204,Boa Vista do Buricá,1999,11-20,50,100,23.769583960073845,4.0,0.0,476.8000000000001
4302204,Boa Vista do Buricá,1999,11-25,49,99,21.646624416483938,4.0,0.0,475.9000000000001
4302204,Boa Vista do Buricá,1999,11-30,49,98,40.628586233410275,4.0,0.0,502.70000000000005
4302204,Boa Vista do Buricá,1999,12-05,49,98,75.59908830847117,4.0,0.0,553.6000000000001
4302204,Boa Vista do Buricá,1999,12-10,48,97,73.34961963113629,7.0,0.0,590.5000000000001
4302204,Boa Vista do Buricá,1999,12-15,48,96,73.69430109088813,9.0,0.0,623.3000000000001
4302204,Boa Vista do Buricá,1999,12-20,47,95,105.54629625957782,9.0,0.0,627.8000000000002
4302204,Boa Vista do Buricá,2000,10-01,66,116,43.183179828200196,8.0,1.0,678.5000000000001
4302204,Boa Vista do Buricá,2000,10-06,63,113,45.53526348869689,8.0,1.0,615.4000000000002
4302204,Boa Vista do Buricá,2000,10-11,61,111,59.865794967077434,8.0,1.0,592.5000000000001
4302204,Boa Vista do Buricá,2000,10-16,61,110,41.07417555808446,8.0,1.0,552.5
4302204,Boa Vista do Buricá,2000,10-21,59,109,40.20053169190818,8.0,1.0,537.6999999999999
4302204,Boa Vista do Buricá,2000,10-26,57,107,29.892064172663183,8.0,0.0,518.6999999999998
4302204,Boa Vista do Buricá,2000,10-31,57,106,29.965194967360176,8.0,0.0,574.1
4302204,Boa Vista do Buricá,2000,11-05,55,106,51.28926672468737,8.0,0.0,526.0000000000001
4302204,Boa Vista do Buricá,2000,11-10,52,103,79.66319564381216,7.0,0.0,515.5000000000001
4302204,Boa Vista do Buricá,2000,11-15,51,101,50.642218760060416,7.0,0.0,502.90000000000003
4302204,Boa Vista do Buricá,2000,11-20,49,100,21.43374938331788,7.0,0.0,511.00000000000006
4302204,Boa Vista do Buricá,2000,11-25,48,99,24.38241305811652,7.0,0.0,549.5000000000001
4302204,Boa Vista do Buricá,2000,11-30,46,98,2.4716876108781154,7.0,0.0,588.3000000000001
4302204,Boa Vista do Buricá,2000,12-05,46,99,57.31514474478424,7.0,0.0,566.3
4302204,Boa Vista do Buricá,2000,12-10,45,98,43.459536348926285,9.0,0.0,550.5
4302204,Boa Vista do Buricá,2000,12-15,45,98,77.06256681912332,9.0,0.0,531.9
4302204,Boa Vista do Buricá,2000,12-20,45,98,25.67880945424202,9.0,0.0,576.9
4302204,Boa Vista do Buricá,2001,10-01,60,113,0.0,6.0,0.0,1174.0999999999997
4302204,Boa Vista do Buricá,2001,10-06,60,112,0.0,6.0,0.0,1178.9999999999995
4302204,Boa Vista do Buricá,2001,10-11,59,110,0.0,6.0,0.0,1157.0999999999995
4302204,Boa Vista do Buricá,2001,10-16,57,109,0.0,6.0,0.0,984.7
4302204,Boa Vista do Buricá,2001,10-21,57,109,0.0,6.0,0.0,946.4999999999999
4302204,Boa Vista do Buricá,2001,10-26,57,108,0.0,6.0,0.0,904.3999999999999
4302204,Boa Vista do Buricá,2001,10-31,56,106,0.0,6.0,0.0,881.8
4302204,Boa Vista do Buricá,2001,11-05,55,105,0.0,6.0,0.0,841.8000000000001
4302204,Boa Vista do Buricá,2001,11-10,54,105,0.0,3.0,0.0,801.8000000000001
4302204,Boa Vista do Buricá,2001,11-15,52,103,0.0,3.0,0.0,806.2
4302204,Boa Vista do Buricá,2001,11-20,50,101,0.0,3.0,0.0,824.1
4302204,Boa Vista do Buricá,2001,11-25,50,100,0.0,7.0,0.0,879.2000000000002
4302204,Boa Vista do Buricá,2001,11-30,49,99,0.0,7.0,0.0,848.9000000000002
4302204,Boa Vista do Buricá,2001,12-05,48,98,0.0,7.0,0.0,866.1000000000004
4302204,Boa Vista do Buricá,2001,12-10,47,97,0.0,7.0,0.0,887.4000000000003
4302204,Boa Vista do Buricá,2001,12-15,48,97,0.0,7.0,0.0,875.9000000000003
4302204,Boa Vista do Buricá,2001,12-20,47,97,0.0,7.0,0.0,875.6000000000004
4302204,Boa Vista do Buricá,2002,10-01,59,114,169.2459998965647,9.0,0.0,655.8000000000002
4302204,Boa Vista do Buricá,2002,10-06,57,111,149.9978038876184,9.0,0.0,632.4000000000002
4302204,Boa Vista do Buricá,2002,10-11,56,110,95.40054952748885,9.0,0.0,554.5000000000003
4302204,Boa Vista do Buricá,2002,10-16,56,109,63.65996049050516,9.0,0.0,552.4000000000003
4302204,Boa Vista do Buricá,2002,10-21,55,109,91.64150897260895,9.0,0.0,527.0000000000002
4302204,Boa Vista do Buricá,2002,10-26,54,108,87.7955233142175,9.0,0.0,540.2
4302204,Boa Vista do Buricá,2002,10-31,54,108,85.23738595454924,9.0,0.0,544.3000000000001
4302204,Boa Vista do Buricá,2002,11-05,53,106,71.20374200751155,9.0,0.0,548.3000000000001
4302204,Boa Vista do Buricá,2002,11-10,52,106,87.55723597957501,9.0,0.0,540.6000000000003
4302204,Boa Vista do Buricá,2002,11-15,51,105,83.89476139544995,9.0,0.0,496.2000000000001
4302204,Boa Vista do Buricá,2002,11-20,51,104,53.56159470449104,9.0,0.0,499.10000000000014
4302204,Boa Vista do Buricá,2002,11-25,51,103,52.561579045101965,6.0,0.0,504.9000000000001
4302204,Boa Vista do Buricá,2002,11-30,51,102,30.22112866729226,5.0,2.0,503.6000000000001
4302204,Boa Vista do Buricá,2002,12-05,49,100,27.37482696015321,5.0,2.0,476.80000000000007
4302204,Boa Vista do Buricá,2002,12-10,48,98,115.04551524878376,5.0,2.0,469.30000000000007
4302204,Boa Vista do Buricá,2002,12-15,48,98,123.25770810400671,5.0,2.0,459.09999999999997
4302204,Boa Vista do Buricá,2002,12-20,48,97,98.86595155853848,4.0,2.0,475.29999999999995
4302204,Boa Vista do Buricá,2003,10-01,56,107,0.0,5.0,0.0,895.8000000000002
4302204,Boa Vista do Buricá,2003,10-06,55,106,0.0,5.0,0.0,904.2
4302204,Boa Vista do Buricá,2003,10-11,55,107,0.0,5.0,0.0,931.3
4302204,Boa Vista do Buricá,2003,10-16,56,107,2.296677519357498,5.0,0.0,1055.2
4302204,Boa Vista do Buricá,2003,10-21,56,106,0.0,5.0,0.0,1042.1
4302204,Boa Vista do Buricá,2003,10-26,54,103,0.0,5.0,0.0,979.1
4302204,Boa Vista do Buricá,2003,10-31,53,102,0.0,5.0,0.0,959.4000000000001
4302204,Boa Vista do Buricá,2003,11-05,52,101,29.543131421904,5.0,0.0,948.0
4302204,Boa Vista do Buricá,2003,11-10,50,100,3.934535745386783,5.0,0.0,982.9
4302204,Boa Vista do Buricá,2003,11-15,48,100,0.0,5.0,0.0,989.0000000000002
4302204,Boa Vista do Buricá,2003,11-20,48,99,0.0,4.0,0.0,972.8000000000002
4302204,Boa Vista do Buricá,2003,11-25,47,99,0.0,4.0,0.0,947.9000000000002
4302204,Boa Vista do Buricá,2003,11-30,47,99,0.0,4.0,0.0,851.6000000000003
4302204,Boa Vista do Buricá,2003,12-05,47,100,0.0,4.0,0.0,831.4000000000003
4302204,Boa Vista do Buricá,2003,12-10,47,100,0.0,4.0,0.0,786.8000000000003
4302204,Boa Vista do Buricá,2003,12-15,46,101,0.0,4.0,0.0,780.3000000000003
4302204,Boa Vista do Buricá,2003,12-20,46,101,0.0,5.0,0.0,787.3000000000003
4302204,Boa Vista do Buricá,2004,10-01,57,113,0.0,5.0,0.0,855.0999999999999
4302204,Boa Vista do Buricá,2004,10-06,57,112,0.0,5.0,0.0,864.0999999999998
4302204,Boa Vista do Buricá,2004,10-11,56,111,0.0,5.0,0.0,837.9999999999999
4302204,Boa Vista do Buricá,2004,10-16,55,109,0.0,5.0,0.0,837.9999999999999
4302204,Boa Vista do Buricá,2004,10-21,55,108,29.69831005500106,5.0,0.0,824.1999999999998
4302204,Boa Vista do Buricá,2004,10-26,55,108,105.80923026154528,6.0,0.0,787.9999999999999
4302204,Boa Vista do Buricá,2004,10-31,55,107,107.95238790781553,8.0,0.0,757.6999999999999
4302204,Boa Vista do Buricá,2004,11-05,53,106,109.33742113003944,8.0,0.0,768.7999999999998
4302204,Boa Vista do Buricá,2004,11-10,53,106,156.98606287665646,8.0,0.0,797.7999999999997
4302204,Boa Vista do Buricá,2004,11-15,53,105,161.87952145514163,8.0,0.0,774.5999999999998
4302204,Boa Vista do Buricá,2004,11-20,52,104,167.60757740662078,8.0,1.0,674.1999999999997
4302204,Boa Vista do Buricá,2004,11-25,52,104,178.61715836358212,8.0,1.0,665.9999999999998
4302204,Boa Vista do Buricá,2004,11-30,51,103,150.39859169289468,8.0,1.0,588.9999999999998
4302204,Boa Vista do Buricá,2004,12-05,51,103,146.5447992454417,8.0,1.0,586.8999999999999
4302204,Boa Vista do Buricá,2004,12-10,50,103,147.91513435838243,8.0,1.0,536.0999999999999
4302204,Boa Vista do Buricá,2004,12-15,49,103,169.7889820476488,13.0,1.0,406.79999999999995
4302204,Boa Vista do Buricá,2004,12-20,47,101,186.11478410108683,16.0,1.0,377.1000000000001
4302204,Boa Vista do Buricá,2005,10-01,64,114,191.45932461893787,14.0,2.0,588.5000000000001
4302204,Boa Vista do Buricá,2005,10-06,62,112,158.22896570664224,14.0,2.0,588.5000000000001
4302204,Boa Vista do Buricá,2005,10-11,61,111,162.89452910817056,14.0,2.0,582.3000000000001
4302204,Boa Vista do Buricá,2005,10-16,60,110,144.53144204340475,14.0,2.0,510.30000000000007
4302204,Boa Vista do Buricá,2005,10-21,58,108,143.57799958389782,14.0,2.0,483.4000000000001
4302204,Boa Vista do Buricá,2005,10-26,57,106,139.45562974861457,12.0,2.0,450.0000000000001
4302204,Boa Vista do Buricá,2005,10-31,55,104,138.72652794084829,9.0,2.0,451.2000000000001
4302204,Boa Vista do Buricá,2005,11-05,55,104,135.31364873854173,13.0,2.0,409.30000000000007
4302204,Boa Vista do Buricá,2005,11-10,53,102,133.9953779479108,16.0,2.0,405.00000000000006
4302204,Boa Vista do Buricá,2005,11-15,51,99,148.00163390968015,18.0,3.0,344.29999999999995
4302204,Boa Vista do Buricá,2005,11-20,49,97,123.49506356172853,20.0,4.0,290.8
4302204,Boa Vista do Buricá,2005,11-25,47,96,159.13321004298575,20.0,3.0,312.5
4302204,Boa Vista do Buricá,2005,11-30,46,95,155.71596029779877,20.0,3.0,303.59999999999997
4302204,Boa Vista do Buricá,2005,12-05,46,94,172.82026087074217,20.0,4.0,292.29999999999995
4302204,Boa Vista do Buricá,2005,12-10,45,94,152.4607992007076,20.0,5.0,360.0
4302204,Boa Vista do Buricá,2005,12-15,45,93,200.71091207024298,20.0,5.0,416.7
4302204,Boa Vista do Buricá,2005,12-20,45,94,189.62290132411107,20.0,5.0,444.3
4302204,Boa Vista do Buricá,2006,10-01,59,107,212.59860361897483,9.0,8.0,629.5000000000001
4302204,Boa Vista do Buricá,2006,10-06,58,106,175.36336391971892,9.0,8.0,570.4000000000001
4302204,Boa Vista do Buricá,2006,10-11,57,104,182.36001247832118,8.0,8.0,544.0000000000001
4302204,Boa Vista do Buricá,2006,10-16,56,103,151.4202023399418,6.0,8.0,536.4000000000001
4302204,Boa Vista do Buricá,2006,10-21,55,101,140.6045057711523,6.0,8.0,485.7000000000001
4302204,Boa Vista do Buricá,2006,10-26,54,100,150.30341366184015,6.0,8.0,469.60000000000014
4302204,Boa Vista do Buricá,2006,10-31,52,98,118.9773405725797,7.0,9.0,406.2
4302204,Boa Vista do Buricá,2006,11-05,50,96,128.38563600078814,7.0,8.0,454.49999999999994
4302204,Boa Vista do Buricá,2006,11-10,48,94,123.55895679607184,7.0,8.0,465.8999999999999
4302204,Boa Vista do Buricá,2006,11-15,47,94,111.69155825907272,7.0,8.0,479.5999999999999
4302204,Boa Vista do Buricá,2006,11-20,47,93,94.52555795327297,7.0,8.0,442.79999999999984
4302204,Boa Vista do Buricá,2006,11-25,45,94,89.23633084757799,7.0,5.0,426.6999999999999
4302204,Boa Vista do Buricá,2006,11-30,44,94,13.294649940535313,7.0,3.0,481.2999999999999
4302204,Boa Vista do Buricá,2006,12-05,43,95,4.905839834658316,7.0,1.0,518.8
4302204,Boa Vista do Buricá,2006,12-10,42,94,43.47220317593159,7.0,1.0,483.6
4302204,Boa Vista do Buricá,2006,12-15,42,94,74.93527563159418,8.0,1.0,520.1
4302204,Boa Vista do Buricá,2006,12-20,42,94,11.634586561754654,8.0,1.0,515.0
4302204,Boa Vista do Buricá,2007,10-01,56,104,0.0,8.0,3.0,766.5000000000005
4302204,Boa Vista do Buricá,2007,10-06,54,103,19.440782472874673,8.0,3.0,681.2000000000002
4302204,Boa Vista do Buricá,2007,10-11,53,102,0.0,8.0,3.0,685.2000000000002
4302204,Boa Vista do Buricá,2007,10-16,52,101,0.0,8.0,3.0,652.5000000000001
4302204,Boa Vista do Buricá,2007,10-21,51,100,0.0,7.0,3.0,680.3000000000002
4302204,Boa Vista do Buricá,2007,10-26,50,99,0.0,4.0,3.0,728.6000000000003
4302204,Boa Vista do Buricá,2007,10-31,49,99,0.0,5.0,0.0,760.4000000000002
4302204,Boa Vista do Buricá,2007,11-05,49,99,35.4753080437322,5.0,0.0,730.7000000000004
4302204,Boa Vista do Buricá,2007,11-10,48,97,82.32145252297211,5.0,0.0,677.5000000000001
4302204,Boa Vista do Buricá,2007,11-15,46,96,47.90150177758974,6.0,0.0,708.8000000000002
4302204,Boa Vista do Buricá,2007,11-20,45,96,0.0,6.0,0.0,663.6
4302204,Boa Vista do Buricá,2007,11-25,45,95,0.9089790629600136,6.0,0.0,650.3
4302204,Boa Vista do Buricá,2007,11-30,44,95,16.359519502127423,6.0,0.0,626.8
4302204,Boa Vista do Buricá,2007,12-05,45,94,0.0,6.0,0.0,627.0999999999999
4302204,Boa Vista do Buricá,2007,12-10,45,95,11.206805524671193,6.0,0.0,604.0999999999999
4302204,Boa Vista do Buricá,2007,12-15,45,96,7.36718766509795,6.0,0.0,640.9999999999999
4302204,Boa Vista do Buricá,2007,12-20,46,98,1.2466626489929666,6.0,0.0,688.0999999999999
4302204,Boa Vista do Buricá,2008,10-01,60,110,93.73887396410396,6.0,0.0,709.1000000000001
4302204,Boa Vista do Buricá,2008,10-06,59,110,95.14379145277401,6.0,0.0,730.8000000000003
4302204,Boa Vista do Buricá,2008,10-11,59,110,116.80318042860196,10.0,0.0,726.2000000000004
4302204,Boa Vista do Buricá,2008,10-16,58,109,107.00585631804952,10.0,0.0,642.3000000000006
4302204,Boa Vista do Buricá,2008,10-21,56,108,109.4892693006573,10.0,0.0,600.9000000000005
4302204,Boa Vista do Buricá,2008,10-26,56,107,83.55877232836013,10.0,0.0,643.6000000000006
4302204,Boa Vista do Buricá,2008,10-31,55,107,80.11560496241289,10.0,0.0,612.3000000000005
4302204,Boa Vista do Buricá,2008,11-05,53,105,76.47976698139477,10.0,0.0,549.1000000000001
4302204,Boa Vista do Buricá,2008,11-10,52,104,156.76694561706535,10.0,0.0,527.9000000000002
4302204,Boa Vista do Buricá,2008,11-15,50,101,170.18117200529588,10.0,0.0,430.8000000000001
4302204,Boa Vista do Buricá,2008,11-20,48,99,168.3004125810747,10.0,0.0,415.1
4302204,Boa Vista do Buricá,2008,11-25,48,100,111.76465827225175,10.0,0.0,414.3999999999999
4302204,Boa Vista do Buricá,2008,11-30,46,100,118.58364520349555,10.0,0.0,414.5999999999999
4302204,Boa Vista do Buricá,2008,12-05,47,101,118.0186622313675,9.0,0.0,423.3999999999999
4302204,Boa Vista do Buricá,2008,12-10,46,100,114.12797851255395,7.0,0.0,400.5999999999999
4302204,Boa Vista do Buricá,2008,12-15,46,100,96.95826537139723,7.0,0.0,514.5999999999998
4302204,Boa Vista do Buricá,2008,12-20,47,100,122.90060584232643,7.0,0.0,522.8999999999997
4302204,Boa Vista do Buricá,2009,10-01,60,113,128.61123005578875,6.0,1.0,682.8000000000001
4302204,Boa Vista do Buricá,2009,10-06,58,111,137.79503149242333,7.0,1.0,645.5999999999999
4302204,Boa Vista do Buricá,2009,10-11,57,109,124.13025939998168,8.0,1.0,647.7999999999998
4302204,Boa Vista do Buricá,2009,10-16,56,108,160.65286116848696,8.0,0.0,590.4
4302204,Boa Vista do Buricá,2009,10-21,54,106,145.0311244962673,8.0,0.0,616.8000000000001
4302204,Boa Vista do Buricá,2009,10-26,54,105,169.95212626334006,8.0,0.0,562.5000000000001
4302204,Boa Vista do Buricá,2009,10-31,53,104,131.24820941851382,8.0,0.0,482.29999999999995
4302204,Boa Vista do Buricá,2009,11-05,52,103,140.74257747066412,8.0,0.0,416.0
4302204,Boa Vista do Buricá,2009,11-10,51,102,126.88487993276276,8.0,0.0,399.2
4302204,Boa Vista do Buricá,2009,11-15,50,100,94.91703958237377,8.0,0.0,376.1
4302204,Boa Vista do Buricá,2009,11-20,49,99,58.36278725831863,8.0,0.0,381.70000000000005
4302204,Boa Vista do Buricá,2009,11-25,48,98,75.12505170088049,8.0,0.0,382.6
4302204,Boa Vista do Buricá,2009,11-30,48,98,117.3180301791343,8.0,0.0,385.50000000000006
4302204,Boa Vista do Buricá,2009,12-05,48,97,110.09144911911417,6.0,0.0,377.30000000000007
4302204,Boa Vista do Buricá,2009,12-10,48,97,106.44537876217422,6.0,0.0,379.0000000000001
4302204,Boa Vista do Buricá,2009,12-15,48,97,106.52920069222607,6.0,0.0,308.00000000000017
4302204,Boa Vista do Buricá,2009,12-20,47,96,116.15763100657495,6.0,0.0,304.1000000000002
4302204,Boa Vista do Buricá,2010,10-01,55,106,0.0,3.0,0.0,766.1
4302204,Boa Vista do Buricá,2010,10-06,53,104,0.0,3.0,0.0,763.6
4302204,Boa Vista do Buricá,2010,10-11,51,102,0.0,3.0,0.0,737.3
4302204,Boa Vista do Buricá,2010,10-16,50,101,8.683942586471822,3.0,0.0,734.0
4302204,Boa Vista do Buricá,2010,10-21,48,99,11.881484259929149,3.0,0.0,788.9
4302204,Boa Vista do Buricá,2010,10-26,47,98,49.60203096282065,3.0,0.0,733.6999999999999
4302204,Boa Vista do Buricá,2010,10-31,47,96,45.21040613515931,6.0,0.0,772.9999999999999
4302204,Boa Vista do Buricá,2010,11-05,48,95,58.538975713648995,9.0,3.0,775.3999999999999
4302204,Boa Vista do Buricá,2010,11-10,47,95,75.10348590182582,9.0,3.0,744.9999999999998
4302204,Boa Vista do Buricá,2010,11-15,47,94,0.0,9.0,3.0,681.8
4302204,Boa Vista do Buricá,2010,11-20,46,94,0.0,9.0,3.0,707.1
4302204,Boa Vista do Buricá,2010,11-25,46,95,0.0,9.0,3.0,630.9999999999999
4302204,Boa Vista do Buricá,2010,11-30,47,95,0.0,9.0,3.0,723.0
4302204,Boa Vista do Buricá,2010,12-05,46,96,56.77006665793134,9.0,3.0,648.4
4302204,Boa Vista do Buricá,2010,12-10,46,96,43.091380105870506,9.0,3.0,617.8999999999999
4302204,Boa Vista do Buricá,2010,12-15,46,95,31.07212166752795,9.0,3.0,600.4
4302204,Boa Vista do Buricá,2010,12-20,45,96,0.0,7.0,3.0,585.8
4302204,Boa Vista do Buricá,2011,10-01,68,120,58.78213826237511,5.0,0.0,755.3000000000001
4302204,Boa Vista do Buricá,2011,10-06,65,117,60.25994065079047,5.0,0.0,775.8000000000001
4302204,Boa Vista do Buricá,2011,10-11,64,115,73.75166005850693,5.0,0.0,737.2
4302204,Boa Vista do Buricá,2011,10-16,63,113,32.747146596207735,4.0,0.0,738.5
4302204,Boa Vista do Buricá,2011,10-21,61,111,8.907699229905937,4.0,0.0,736.7
4302204,Boa Vista do Buricá,2011,10-26,60,110,0.0,4.0,0.0,718.6
4302204,Boa Vista do Buricá,2011,10-31,58,108,0.0,4.0,0.0,683.1
4302204,Boa Vista do Buricá,2011,11-05,56,106,0.0,4.0,0.0,709.3000000000001
4302204,Boa Vista do Buricá,2011,11-10,55,105,0.0,4.0,0.0,694.4000000000001
4302204,Boa Vista do Buricá,2011,11-15,53,103,0.0,4.0,0.0,700.1000000000001
4302204,Boa Vista do Buricá,2011,11-20,51,102,0.0,4.0,0.0,694.0000000000001
4302204,Boa Vista do Buricá,2011,11-25,50,102,0.0,9.0,0.0,727.2
4302204,Boa Vista do Buricá,2011,11-30,49,101,0.0,11.0,0.0,759.3000000000001
4302204,Boa Vista do Buricá,2011,12-05,48,102,0.0,11.0,0.0,689.9999999999999
4302204,Boa Vista do Buricá,2011,12-10,48,102,0.0,11.0,0.0,649.4999999999998
4302204,Boa Vista do Buricá,2011,12-15,46,101,0.0,11.0,0.0,685.0999999999998
4302204,Boa Vista do Buricá,2011,12-20,45,101,0.0,11.0,0.0,742.7999999999998
4302204,Boa Vista do Buricá,2012,10-01,61,112,262.07563696013824,10.0,5.0,435.30000000000007
4302204,Boa Vista do Buricá,2012,10-06,60,110,243.2922693112068,10.0,5.0,411.5000000000001
4302204,Boa Vista do Buricá,2012,10-11,59,109,247.50637414321406,10.0,5.0,393.3
4302204,Boa Vista do Buricá,2012,10-16,58,107,241.3977258131156,10.0,6.0,305.4000000000001
4302204,Boa Vista do Buricá,2012,10-21,58,105,234.90686627899387,10.0,9.0,311.8
4302204,Boa Vista do Buricá,2012,10-26,57,103,219.44393977089806,10.0,10.0,316.0
4302204,Boa Vista do Buricá,2012,10-31,54,100,219.75157898279357,10.0,10.0,309.1
4302204,Boa Vista do Buricá,2012,11-05,52,98,235.2809478617145,10.0,10.0,321.1
4302204,Boa Vista do Buricá,2012,11-10,52,97,240.8313222787666,10.0,10.0,314.3
4302204,Boa Vista do Buricá,2012,11-15,51,95,231.16789652259885,9.0,11.0,289.40000000000003
4302204,Boa Vista do Buricá,2012,11-20,49,93,217.36884402972333,9.0,13.0,269.4000000000001
4302204,Boa Vista do Buricá,2012,11-25,47,91,205.83592493201078,9.0,12.0,221.60000000000002
4302204,Boa Vista do Buricá,2012,11-30,47,91,172.04335038374228,9.0,12.0,229.50000000000003
4302204,Boa Vista do Buricá,2012,12-05,46,90,153.52312317617054,9.0,12.0,228.00000000000003
4302204,Boa Vista do Buricá,2012,12-10,45,89,162.14361106476295,9.0,12.0,236.3
4302204,Boa Vista do Buricá,2012,12-15,45,88,175.06803672375443,11.0,13.0,234.00000000000003
4302204,Boa Vista do Buricá,2012,12-20,43,87,163.35888001648073,12.0,13.0,260.8
4302204,Boa Vista do Buricá,2013,10-01,54,104,0.0,5.0,0.0,704.1000000000001
4302204,Boa Vista do Buricá,2013,10-06,53,103,0.0,6.0,0.0,608.3000000000001
4302204,Boa Vista do Buricá,2013,10-11,53,104,0.0,6.0,0.0,628.7000000000002
4302204,Boa Vista do Buricá,2013,10-16,51,102,0.0,6.0,0.0,654.0000000000001
