municipality_code,municipality_name,harvest_year,planting_mmdd,r1_offset_days,r6_offset_days,water_deficit_reproductive_mm,dry_spell_longest_reproductive_days,hot_days_reproductive,precip_total_season_mm
4301859,Barra do Guarita,1980,10-01,65,123,0.0,8.0,0.0,1050.8000000000002
4301859,Barra do Guarita,1980,10-06,64,121,0.0,8.0,0.0,1047.2
4301859,Barra do Guarita,1980,10-11,62,120,0.0,8.0,0.0,996.3000000000002
4301859,Barra do Guarita,1980,10-16,61,119,0.0,8.0,0.0,995.0000000000001
4301859,Barra do Guarita,1980,10-21,60,117,0.0,8.0,0.0,1009.4000000000002
4301859,Barra do Guarita,1980,10-26,59,116,0.0,8.0,0.0,905.3000000000004
4301859,Barra do Guarita,1980,10-31,59,115,0.0,8.0,0.0,874.3000000000002
4301859,Barra do Guarita,1980,11-05,60,115,0.0,8.0,0.0,872.0000000000001
4301859,Barra do Guarita,1980,11-10,60,115,0.0,8.0,0.0,818.9
4301859,Barra do Guarita,1980,11-15,58,112,0.0,7.0,0.0,815.5
4301859,Barra do Guarita,1980,11-20,57,111,0.0,5.0,0.0,825.8999999999999
4301859,Barra do Guarita,1980,11-25,56,110,0.0,5.0,0.0,771.5999999999998
4301859,Barra do Guarita,1980,11-30,53,108,0.0,5.0,0.0,770.9999999999999
4301859,Barra do Guarita,1980,12-05,53,107,58.259386626297676,6.0,0.0,691.2999999999998
4301859,Barra do Guarita,1980,12-10,53,106,63.91126475416935,10.0,0.0,706.8999999999997
4301859,Barra do Guarita,1980,12-15,54,107,29.07281783954163,12.0,0.0,671.2999999999996
4301859,Barra do Guarita,1980,12-20,53,106,45.82747056436349,12.0,0.0,614.0999999999998
4301859,Barra do Guarita,1981,10-01,65,120,18.54022746691892,6.0,0.0,816.3
4301859,Barra do Guarita,1981,10-06,64,119,0.0,5.0,0.0,814.9
4301859,Barra do Guarita,1981,10-11,61,115,0.0,5.0,0.0,798.4999999999999
4301859,Barra do Guarita,1981,10-16,59,114,0.0,4.0,0.0,779.1
4301859,Barra do Guarita,1981,10-21,59,113,0.0,3.0,0.0,773.7
4301859,Barra do Guarita,1981,10-26,59,111,0.0,3.0,0.0,734.3000000000001
4301859,Barra do Guarita,1981,10-31,58,110,0.0,3.0,0.0,667.1000000000003
4301859,Barra do Guarita,1981,11-05,57,109,0.0,3.0,0.0,677.5000000000001
4301859,Barra do Guarita,1981,11-10,56,108,21.97472236552576,4.0,0.0,610.7000000000003
4301859,Barra do Guarita,1981,11-15,54,105,56.36373701966509,5.0,0.0,609.4000000000003
4301859,Barra do Guarita,1981,11-20,53,104,54.418050711233086,5.0,0.0,590.1000000000003
4301859,Barra do Guarita,1981,11-25,52,103,36.894022550432304,5.0,0.0,542.3000000000001
4301859,Barra do Guarita,1981,11-30,51,103,53.902521756221525,5.0,0.0,518.9999999999999
4301859,Barra do Guarita,1981,12-05,51,103,81.92939156451513,6.0,0.0,492.3999999999999
4301859,Barra do Guarita,1981,12-10,50,103,87.30647717309611,8.0,0.0,495.19999999999993
4301859,Barra do Guarita,1981,12-15,50,104,126.26858935719451,14.0,0.0,467.89999999999986
4301859,Barra do Guarita,1981,12-20,49,104,163.4162429721533,18.0,0.0,453.59999999999985
4301859,Barra do Guarita,1982,10-01,67,124,98.21599490402687,10.0,0.0,772.8000000000003
4301859,Barra do Guarita,1982,10-06,65,122,65.16666165106595,10.0,0.0,747.8000000000004
4301859,Barra do Guarita,1982,10-11,63,120,52.06357620928481,10.0,0.0,761.1000000000004
4301859,Barra do Guarita,1982,10-16,61,118,46.39873379594056,10.0,0.0,742.0000000000003
4301859,Barra do Guarita,1982,10-21,59,115,30.311371911138394,10.0,0.0,725.2000000000003
4301859,Barra do Guarita,1982,10-26,57,113,50.560177268268745,10.0,0.0,725.4000000000003
4301859,Barra do Guarita,1982,10-31,58,112,113.46249315384074,10.0,0.0,714.2000000000003
4301859,Barra do Guarita,1982,11-05,58,113,91.54495755054299,10.0,0.0,711.5000000000001
4301859,Barra do Guarita,1982,11-10,58,113,63.456908218499954,10.0,0.0,709.1000000000001
4301859,Barra do Guarita,1982,11-15,58,113,74.65581610278942,10.0,0.0,730.4000000000001
4301859,Barra do Guarita,1982,11-20,57,111,63.93758500586103,10.0,0.0,711.2
4301859,Barra do Guarita,1982,11-25,56,110,46.05570147612762,10.0,0.0,710.2
4301859,Barra do Guarita,1982,11-30,56,110,25.188794818575538,10.0,0.0,674.0000000000001
4301859,Barra do Guarita,1982,12-05,54,109,0.0,10.0,0.0,639.7000000000002
4301859,Barra do Guarita,1982,12-10,53,110,0.0,10.0,0.0,572.4000000000002
4301859,Barra do Guarita,1982,12-15,52,110,5.686530746079461,10.0,0.0,575.5000000000001
4301859,Barra do Guarita,1982,12-20,51,111,23.1155792177853,13.0,0.0,545.0
4301859,Barra do Guarita,1983,10-01,69,122,48.85289266091414,7.0,0.0,1061.9000000000005
4301859,Barra do Guarita,1983,10-06,68,121,48.12292897811134,7.0,0.0,1056.8000000000002
4301859,Barra do Guarita,1983,10-11,65,119,59.12976801554639,7.0,0.0,1089.9000000000005
4301859,Barra do Guarita,1983,10-16,62,116,67.64054878527381,7.0,0.0,1093.3000000000004
4301859,Barra do Guarita,1983,10-21,61,114,66.74099863760628,7.0,0.0,1094.8000000000004
4301859,Barra do Guarita,1983,10-26,61,113,36.94979205393688,6.0,0.0,1006.5000000000002
4301859,Barra do Guarita,1983,10-31,60,112,19.234966524136986,6.0,0.0,1049.2000000000003
4301859,Barra do Guarita,1983,11-05,58,111,9.501168644374442,6.0,0.0,993.6000000000001
4301859,Barra do Guarita,1983,11-10,56,108,2.2429085848749963,6.0,0.0,1024.6
4301859,Barra do Guarita,1983,11-15,55,108,0.0,6.0,0.0,829.3
4301859,Barra do Guarita,1983,11-20,54,107,0.0,6.0,0.0,810.3999999999997
4301859,Barra do Guarita,1983,11-25,52,106,0.0,6.0,0.0,712.7999999999997
4301859,Barra do Guarita,1983,11-30,52,106,0.0,6.0,0.0,709.4999999999998
4301859,Barra do Guarita,1983,12-05,51,107,0.0,6.0,0.0,704.4999999999998
4301859,Barra do Guarita,1983,12-10,48,106,0.0,8.0,0.0,717.4
4301859,Barra do Guarita,1983,12-15,48,107,0.0,12.0,0.0,825.8
4301859,Barra do Guarita,1983,12-20,48,107,0.0,12.0,0.0,827.2000000000002
4301859,Barra do Guarita,1984,10-01,67,116,105.80165241903214,8.0,0.0,578.4000000000001
4301859,Barra do Guarita,1984,10-06,65,114,73.83323084067628,8.0,0.0,585.1000000000001
4301859,Barra do Guarita,1984,10-11,63,113,40.81718166132207,8.0,0.0,578.0999999999999
4301859,Barra do Guarita,1984,10-16,62,111,36.011962327067536,8.0,0.0,575.1999999999999
4301859,Barra do Guarita,1984,10-21,61,110,70.00560460248002,8.0,0.0,551.6999999999999
4301859,Barra do Guarita,1984,10-26,58,107,74.7844481869577,7.0,0.0,540.9000000000001
4301859,Barra do Guarita,1984,10-31,57,106,68.98858498650092,8.0,0.0,527.4
4301859,Barra do Guarita,1984,11-05,55,103,54.106463872230066,8.0,0.0,489.1
4301859,Barra do Guarita,1984,11-10,54,101,60.26114653728656,8.0,0.0,488.3
4301859,Barra do Guarita,1984,11-15,52,99,100.69694972377664,8.0,0.0,454.1
4301859,Barra do Guarita,1984,11-20,50,97,83.36887916588755,8.0,0.0,393.70000000000005
4301859,Barra do Guarita,1984,11-25,47,95,84.06717023990583,8.0,0.0,415.6000000000001
4301859,Barra do Guarita,1984,11-30,46,94,78.21494206999378,8.0,0.0,415.5000000000001
4301859,Barra do Guarita,1984,12-05,45,93,89.88534469370167,8.0,0.0,423.10000000000014
4301859,Barra do Guarita,1984,12-10,45,93,102.4284629266463,8.0,0.0,454.3000000000001
4301859,Barra do Guarita,1984,12-15,45,93,129.0979696772803,10.0,0.0,447.5000000000001
4301859,Barra do Guarita,1984,12-20,45,93,132.05901542548517,10.0,0.0,390.90000000000003
4301859,Barra do Guarita,1985,10-01,59,117,172.526643492451,10.0,0.0,635.3000000000002
4301859,Barra do Guarita,1985,10-06,59,116,199.74801538724148,10.0,0.0,648.4000000000002
4301859,Barra do Guarita,1985,10-11,59,114,226.0871397504702,10.0,0.0,610.3000000000002
4301859,Barra do Guarita,1985,10-16,59,113,226.21218290406745,10.0,0.0,610.6000000000001
4301859,Barra do Guarita,1985,10-21,60,112,203.81875470409196,8.0,0.0,585.1000000000001
4301859,Barra do Guarita,1985,10-26,61,111,132.35206047408428,7.0,0.0,590.9000000000001
4301859,Barra do Guarita,1985,10-31,61,111,123.29757539770489,7.0,0.0,597.9000000000001
4301859,Barra do Guarita,1985,11-05,60,110,83.99391385143873,7.0,0.0,580.5
4301859,Barra do Guarita,1985,11-10,59,109,105.70089764202136,7.0,0.0,508.5999999999999
4301859,Barra do Guarita,1985,11-15,57,107,104.12700208066107,8.0,0.0,494.4
4301859,Barra do Guarita,1985,11-20,56,106,93.01300306043552,11.0,0.0,482.7
4301859,Barra do Guarita,1985,11-25,55,106,84.84108951930936,11.0,0.0,473.8999999999999
4301859,Barra do Guarita,1985,11-30,54,106,60.50595891673066,11.0,0.0,506.09999999999997
4301859,Barra do Guarita,1985,12-05,52,106,49.29846524920021,11.0,0.0,492.69999999999993
4301859,Barra do Guarita,1985,12-10,51,105,24.89752622945947,11.0,0.0,503.5
4301859,Barra do Guarita,1985,12-15,49,103,3.6493004400877176,11.0,0.0,485.80000000000007
4301859,Barra do Guarita,1985,12-20,48,102,20.902161843891932,11.0,0.0,474.50000000000006
4301859,Barra do Guarita,1986,10-01,57,105,219.16519129346273,15.0,3.0,357.8
4301859,Barra do Guarita,1986,10-06,56,103,207.2005417043208,11.0,3.0,375.9
4301859,Barra do Guarita,1986,10-11,54,101,177.25997481075265,8.0,3.0,408.9
4301859,Barra do Guarita,1986,10-16,53,101,157.2016711127727,4.0,3.0,418.1
4301859,Barra do Guarita,1986,10-21,51,99,151.2645702472882,4.0,1.0,373.59999999999997
4301859,Barra do Guarita,1986,10-26,49,97,159.84001669517744,4.0,0.0,373.09999999999997
4301859,Barra do Guarita,1986,10-31,47,96,168.65066911811283,4.0,0.0,405.6
4301859,Barra do Guarita,1986,11-05,45,94,146.28883964949924,4.0,0.0,371.3
4301859,Barra do Guarita,1986,11-10,43,93,106.34799705861083,4.0,0.0,375.2
4301859,Barra do Guarita,1986,11-15,44,93,112.15126683563925,4.0,0.0,402.7
4301859,Barra do Guarita,1986,11-20,45,95,92.81007963339509,5.0,0.0,454.40000000000003
4301859,Barra do Guarita,1986,11-25,45,95,30.35945541022592,5.0,0.0,461.40000000000003
4301859,Barra do Guarita,1986,11-30,44,95,17.545868436726444,5.0,0.0,467.5
4301859,Barra do Guarita,1986,12-05,43,95,14.72006155251832,5.0,0.0,487.1
4301859,Barra do Guarita,1986,12-10,44,97,6.089730225625869,5.0,0.0,567.1999999999998
4301859,Barra do Guarita,1986,12-15,44,99,0.0,6.0,0.0,596.6
4301859,Barra do Guarita,1986,12-20,44,102,0.0,6.0,0.0,652.5000000000001
4301859,Barra do Guarita,1987,10-01,63,117,23.176615011104886,7.0,0.0,720.5000000000001
4301859,Barra do Guarita,1987,10-06,62,116,35.052519645794355,7.0,0.0,741.7
4301859,Barra do Guarita,1987,10-11,61,115,0.0,7.0,0.0,686.6
4301859,Barra do Guarita,1987,10-16,58,113,0.0,7.0,0.0,694.3000000000001
4301859,Barra do Guarita,1987,10-21,56,112,0.0,7.0,0.0,675.4
4301859,Barra do Guarita,1987,10-26,54,110,0.0,7.0,0.0,677.8
4301859,Barra do Guarita,1987,10-31,53,109,2.459849685855051,7.0,0.0,674.5
4301859,Barra do Guarita,1987,11-05,53,109,0.0,6.0,0.0,570.8
4301859,Barra do Guarita,1987,11-10,53,108,0.0,6.0,0.0,526.6
4301859,Barra do Guarita,1987,11-15,50,105,0.0,6.0,0.0,528.6999999999999
4301859,Barra do Guarita,1987,11-20,50,105,0.0,7.0,0.0,583.1999999999999
4301859,Barra do Guarita,1987,11-25,50,106,72.82204674169434,7.0,0.0,582.6
4301859,Barra do Guarita,1987,11-30,50,108,125.04304817667123,9.0,0.0,521.9000000000001
4301859,Barra do Guarita,1987,12-05,50,107,124.45220815419066,11.0,0.0,640.2000000000002
4301859,Barra do Guarita,1987,12-10,49,107,82.11947873062024,11.0,0.0,721.8
4301859,Barra do Guarita,1987,12-15,50,107,97.08705010594832,11.0,0.0,737.6
4301859,Barra do Guarita,1987,12-20,49,108,139.4845512312354,11.0,0.0,728.1999999999999
4301859,Barra do Guarita,1988,10-01,64,120,49.429027091858345,6.0,0.0,835.1000000000001
4301859,Barra do Guarita,1988,10-06,61,117,0.0,6.0,0.0,796.1000000000003
4301859,Barra do Guarita,1988,10-11,61,117,0.0,6.0,0.0,821.0000000000002
4301859,Barra do Guarita,1988,10-16,60,117,0.0,6.0,0.0,709.9000000000001
4301859,Barra do Guarita,1988,10-21,59,115,20.314083430160768,6.0,0.0,658.8
4301859,Barra do Guarita,1988,10-26,58,114,1.4737838894694564,5.0,0.0,631.5000000000001
4301859,Barra do Guarita,1988,10-31,57,113,0.0,5.0,0.0,624.3000000000001
4301859,Barra do Guarita,1988,11-05,57,113,0.0,5.0,0.0,632.7
4301859,Barra do Guarita,1988,11-10,56,112,0.0,5.0,0.0,561.6999999999999
4301859,Barra do Guarita,1988,11-15,56,111,0.0,5.0,0.0,536.1999999999999
4301859,Barra do Guarita,1988,11-20,55,110,0.0,8.0,0.0,539.1999999999998
4301859,Barra do Guarita,1988,11-25,54,109,28.712290805121537,12.0,0.0,547.5000000000001
4301859,Barra do Guarita,1988,11-30,52,107,23.233307975848255,13.0,0.0,534.7000000000002
4301859,Barra do Guarita,1988,12-05,52,108,65.74053543953633,13.0,0.0,583.0000000000001
4301859,Barra do Guarita,1988,12-10,50,107,83.74433721119826,13.0,0.0,587.4000000000002
4301859,Barra do Guarita,1988,12-15,51,105,177.02845891458526,13.0,0.0,570.3000000000002
4301859,Barra do Guarita,1988,12-20,51,106,153.69182607490728,13.0,0.0,600.1000000000003
4301859,Barra do Guarita,1989,10-01,64,115,71.10018565491617,4.0,3.0,651.6
4301859,Barra do Guarita,1989,10-06,62,114,0.0,4.0,2.0,645.1999999999999
4301859,Barra do Guarita,1989,10-11,59,112,0.0,4.0,1.0,659.9
4301859,Barra do Guarita,1989,10-16,57,110,0.0,4.0,1.0,704.9
4301859,Barra do Guarita,1989,10-21,55,108,0.0,3.0,1.0,698.0999999999999
4301859,Barra do Guarita,1989,10-26,53,107,0.0,4.0,0.0,637.5999999999998
4301859,Barra do Guarita,1989,10-31,51,105,0.0,4.0,0.0,643.5999999999998
4301859,Barra do Guarita,1989,11-05,49,103,0.0,4.0,0.0,622.0999999999998
4301859,Barra do Guarita,1989,11-10,48,102,0.0,4.0,0.0,640.0999999999998
4301859,Barra do Guarita,1989,11-15,48,103,0.0,4.0,0.0,646.2999999999998
4301859,Barra do Guarita,1989,11-20,49,104,0.0,4.0,0.0,655.9999999999999
4301859,Barra do Guarita,1989,11-25,48,102,0.0,4.0,0.0,648.8999999999999
4301859,Barra do Guarita,1989,11-30,47,101,0.0,4.0,0.0,686.4
4301859,Barra do Guarita,1989,12-05,46,102,0.0,6.0,0.0,721.4
4301859,Barra do Guarita,1989,12-10,48,105,0.0,7.0,0.0,741.1000000000001
4301859,Barra do Guarita,1989,12-15,49,107,0.0,7.0,0.0,733.0000000000002
4301859,Barra do Guarita,1989,12-20,49,109,0.0,7.0,0.0,739.3000000000004
4301859,Barra do Guarita,1990,10-01,67,121,0.0,6.0,0.0,706.4000000000003
4301859,Barra do Guarita,1990,10-06,64,118,0.0,6.0,0.0,717.2000000000004
4301859,Barra do Guarita,1990,10-11,63,117,0.0,6.0,0.0,701.4000000000004
4301859,Barra do Guarita,1990,10-16,59,113,0.0,6.0,0.0,681.9000000000003
4301859,Barra do Guarita,1990,10-21,57,111,0.0,6.0,0.0,674.1000000000004
4301859,Barra do Guarita,1990,10-26,57,110,0.0,5.0,0.0,717.0000000000003
4301859,Barra do Guarita,1990,10-31,55,108,0.0,5.0,0.0,684.7000000000002
4301859,Barra do Guarita,1990,11-05,53,107,0.0,5.0,0.0,682.2
4301859,Barra do Guarita,1990,11-10,52,105,0.0,5.0,0.0,700.1999999999999
4301859,Barra do Guarita,1990,11-15,50,104,0.0,5.0,0.0,700.4000000000001
4301859,Barra do Guarita,1990,11-20,49,104,0.0,5.0,0.0,698.9000000000001
4301859,Barra do Guarita,1990,11-25,49,104,0.0,5.0,0.0,708.4000000000001
4301859,Barra do Guarita,1990,11-30,48,103,0.0,5.0,0.0,754.6
4301859,Barra do Guarita,1990,12-05,50,103,0.0,5.0,0.0,847.5000000000001
4301859,Barra do Guarita,1990,12-10,50,104,0.0,5.0,0.0,872.2
4301859,Barra do Guarita,1990,12-15,50,107,0.0,5.0,0.0,897.4000000000001
4301859,Barra do Guarita,1990,12-20,49,107,0.0,4.0,0.0,901.0
4301859,Barra do Guarita,1991,10-01,55,108,217.69155849772847,7.0,0.0,636.6
4301859,Barra do Guarita,1991,10-06,55,107,228.60886572297713,11.0,2.0,641.5999999999999
4301859,Barra do Guarita,1991,10-11,54,105,223.952542381586,12.0,3.0,619.9
4301859,Barra do Guarita,1991,10-16,53,105,181.89228351372412,12.0,3.0,559.7999999999998
4301859,Barra do Guarita,1991,10-21,51,104,179.44211756069254,12.0,3.0,480.90000000000003
4301859,Barra do Guarita,1991,10-26,51,103,221.61439354532502,12.0,3.0,479.6
4301859,Barra do Guarita,1991,10-31,51,102,194.17626691852212,12.0,3.0,483.90000000000003
4301859,Barra do Guarita,1991,11-05,50,103,195.58387070475754,12.0,3.0,418.09999999999997
4301859,Barra do Guarita,1991,11-10,49,102,200.72244576246723,12.0,3.0,395.99999999999994
4301859,Barra do Guarita,1991,11-15,50,102,183.3041025336809,12.0,3.0,379.7
4301859,Barra do Guarita,1991,11-20,50,102,158.93320942083128,12.0,3.0,359.09999999999997
4301859,Barra do Guarita,1991,11-25,49,102,164.16011488777528,10.0,3.0,340.4
4301859,Barra do Guarita,1991,11-30,48,101,137.32504779989247,9.0,3.0,331.6
4301859,Barra do Guarita,1991,12-05,47,101,100.08811209105235,9.0,2.0,321.9
4301859,Barra do Guarita,1991,12-10,47,101,151.5196195503569,9.0,0.0,311.40000000000003
4301859,Barra do Guarita,1991,12-15,46,100,164.84168406768785,9.0,0.0,260.3
4301859,Barra do Guarita,1991,12-20,47,100,184.47636380079524,12.0,0.0,318.99999999999994
4301859,Barra do Guarita,1992,10-01,64,119,0.0,8.0,0.0,825.1000000000001
4301859,Barra do Guarita,1992,10-06,61,117,0.0,8.0,0.0,789.3000000000001
4301859,Barra do Guarita,1992,10-11,58,113,0.0,8.0,0.0,724.1000000000003
4301859,Barra do Guarita,1992,10-16,58,113,0.0,8.0,0.0,802.4000000000002
4301859,Barra do Guarita,1992,10-21,56,111,17.34916797353151,8.0,0.0,795.0000000000002
4301859,Barra do Guarita,1992,10-26,56,110,34.35041067231275,8.0,0.0,787.8000000000001
4301859,Barra do Guarita,1992,10-31,55,109,33.28039579188326,8.0,0.0,743.6999999999999
4301859,Barra do Guarita,1992,11-05,54,107,148.70637602735934,8.0,0.0,743.2
4301859,Barra do Guarita,1992,11-10,52,105,128.58612660796365,8.0,0.0,760.3
4301859,Barra do Guarita,1992,11-15,51,104,63.50023708816989,8.0,0.0,718.9999999999998
4301859,Barra do Guarita,1992,11-20,50,104,66.69941694075807,8.0,0.0,761.5999999999997
4301859,Barra do Guarita,1992,11-25,50,104,44.068539061054686,6.0,0.0,813.4999999999998
4301859,Barra do Guarita,1992,11-30,50,104,3.0647411942864764,6.0,0.0,782.6999999999998
4301859,Barra do Guarita,1992,12-05,50,104,0.0,6.0,0.0,810.9999999999999
4301859,Barra do Guarita,1992,12-10,51,105,0.0,6.0,0.0,782.6000000000001
4301859,Barra do Guarita,1992,12-15,50,106,0.0,6.0,0.0,741.1000000000003
4301859,Barra do Guarita,1992,12-20,50,107,0.0,7.0,0.0,712.2000000000003
4301859,Barra do Guarita,1993,10-01,68,119,107.47409731750653,6.0,0.0,686.5000000000001
4301859,Barra do Guarita,1993,10-06,66,117,95.93385072246303,6.0,0.0,664.2000000000002
4301859,Barra do Guarita,1993,10-11,64,115,88.09464384831848,6.0,0.0,662.7000000000002
4301859,Barra do Guarita,1993,10-16,62,113,91.72900809370621,6.0,0.0,635.4000000000001
4301859,Barra do Guarita,1993,10-21,62,114,66.84932412076624,6.0,0.0,572.1
4301859,Barra do Guarita,1993,10-26,59,113,67.28757778506481,6.0,0.0,603.1999999999999
4301859,Barra do Guarita,1993,10-31,58,111,59.17647080950827,5.0,0.0,568.7999999999998
4301859,Barra do Guarita,1993,11-05,55,110,52.75027874658995,5.0,0.0,544.5000000000001
4301859,Barra do Guarita,1993,11-10,52,108,59.73150800164065,5.0,0.0,561.0
4301859,Barra do Guarita,1993,11-15,52,109,58.321163599798496,7.0,0.0,570.3
4301859,Barra do Guarita,1993,11-20,50,107,58.97920144126688,7.0,0.0,540.9
4301859,Barra do Guarita,1993,11-25,49,107,51.191062753521955,7.0,0.0,494.7000000000001
4301859,Barra do Guarita,1993,11-30,48,105,77.9898728468995,7.0,0.0,475.8000000000001
4301859,Barra do Guarita,1993,12-05,47,104,74.13626699643744,7.0,0.0,485.40000000000015
4301859,Barra do Guarita,1993,12-10,47,105,41.396085978487804,7.0,0.0,486.40000000000015
4301859,Barra do Guarita,1993,12-15,47,106,104.14342564680352,7.0,0.0,481.40000000000015
4301859,Barra do Guarita,1993,12-20,46,106,103.03824406064155,7.0,0.0,491.10000000000014
4301859,Barra do Guarita,1994,10-01,62,117,0.0,7.0,0.0,956.3000000000001
4301859,Barra do Guarita,1994,10-06,60,116,6.81076402297309,7.0,0.0,913.3999999999997
4301859,Barra do Guarita,1994,10-11,58,113,30.151656733247886,7.0,0.0,937.7999999999998
4301859,Barra do Guarita,1994,10-16,57,113,31.72157499637475,7.0,0.0,953.3
4301859,Barra do Guarita,1994,10-21,57,113,17.696763915718137,7.0,0.0,905.9999999999998
4301859,Barra do Guarita,1994,10-26,56,112,0.0,6.0,0.0,879.8000000000001
4301859,Barra do Guarita,1994,10-31,55,111,0.0,6.0,0.0,889.4999999999999
4301859,Barra do Guarita,1994,11-05,55,110,0.0,6.0,0.0,845.5999999999999
4301859,Barra do Guarita,1994,11-10,54,109,0.0,6.0,0.0,831.9
4301859,Barra do Guarita,1994,11-15,54,110,0.0,6.0,0.0,836.8000000000001
4301859,Barra do Guarita,1994,11-20,54,110,0.0,5.0,0.0,817.1
4301859,Barra do Guarita,1994,11-25,53,110,0.0,5.0,0.0,800.7
4301859,Barra do Guarita,1994,11-30,52,108,0.0,6.0,0.0,806.3000000000002
4301859,Barra do Guarita,1994,12-05,51,110,0.0,6.0,0.0,752.7000000000003
4301859,Barra do Guarita,1994,12-10,51,111,0.0,6.0,0.0,726.4000000000004
4301859,Barra do Guarita,1994,12-15,51,114,0.0,6.0,0.0,721.2000000000004
4301859,Barra do Guarita,1994,12-20,51,117,0.0,6.0,0.0,675.3000000000004
4301859,Barra do Guarita,1995,10-01,61,113,0.0,7.0,0.0,994.8999999999996
4301859,Barra do Guarita,1995,10-06,59,112,0.0,7.0,0.0,964.1999999999997
4301859,Barra do Guarita,1995,10-11,59,111,0.0,5.0,0.0,963.7999999999996
4301859,Barra do Guarita,1995,10-16,58,111,0.0,4.0,0.0,978.4999999999997
4301859,Barra do Guarita,1995,10-21,57,111,0.0,4.0,0.0,901.5999999999998
4301859,Barra do Guarita,1995,10-26,56,110,0.0,4.0,0.0,901.1000000000001
4301859,Barra do Guarita,1995,10-31,54,109,0.0,4.0,0.0,919.4000000000002
4301859,Barra do Guarita,1995,11-05,52,108,0.0,7.0,0.0,900.4000000000001
4301859,Barra do Guarita,1995,11-10,51,107,0.0,7.0,0.0,776.7000000000002
4301859,Barra do Guarita,1995,11-15,50,106,0.0,7.0,0.0,773.2000000000003
4301859,Barra do Guarita,1995,11-20,49,106,0.0,7.0,0.0,768.0000000000002
4301859,Barra do Guarita,1995,11-25,48,105,0.0,7.0,0.0,817.2000000000003
4301859,Barra do Guarita,1995,11-30,48,105,0.0,7.0,0.0,784.5000000000003
4301859,Barra do Guarita,1995,12-05,48,106,0.0,7.0,0.0,776.9000000000002
4301859,Barra do Guarita,1995,12-10,47,106,0.0,7.0,0.0,769.3000000000002
4301859,Barra do Guarita,1995,12-15,49,110,0.0,7.0,0.0,859.1000000000003
4301859,Barra do Guarita,1995,12-20,49,111,0.0,8.0,0.0,839.0000000000003
4301859,Barra do Guarita,1996,10-01,64,116,53.980461738174654,9.0,3.0,779.9999999999998
4301859,Barra do Guarita,1996,10-06,63,114,16.742492426059403,9.0,3.0,722.3999999999997
4301859,Barra do Guarita,1996,10-11,61,112,0.0,9.0,3.0,696.4
4301859,Barra do Guarita,1996,10-16,57,108,0.0,9.0,3.0,635.8
4301859,Barra do Guarita,1996,10-21,55,106,0.0,7.0,3.0,646.0000000000001
4301859,Barra do Guarita,1996,10-26,53,105,0.0,7.0,2.0,674.7000000000002
4301859,Barra do Guarita,1996,10-31,51,103,0.0,7.0,0.0,677.9000000000002
4301859,Barra do Guarita,1996,11-05,49,103,0.0,7.0,0.0,702.7000000000003
4301859,Barra do Guarita,1996,11-10,50,104,0.0,5.0,0.0,701.5000000000005
4301859,Barra do Guarita,1996,11-15,49,102,0.0,3.0,0.0,653.8000000000003
4301859,Barra do Guarita,1996,11-20,48,102,0.0,3.0,0.0,668.2000000000003
4301859,Barra do Guarita,1996,11-25,47,102,0.0,3.0,0.0,755.2000000000003
4301859,Barra do Guarita,1996,11-30,47,102,0.0,3.0,0.0,793.0000000000002
4301859,Barra do Guarita,1996,12-05,47,102,0.0,5.0,0.0,784.8000000000003
4301859,Barra do Guarita,1996,12-10,47,103,0.0,5.0,0.0,803.4000000000003
4301859,Barra do Guarita,1996,12-15,46,105,0.0,5.0,0.0,806.4000000000002
4301859,Barra do Guarita,1996,12-20,47,106,0.0,5.0,0.0,808.2000000000003
4301859,Barra do Guarita,1997,10-01,62,116,0.0,5.0,0.0,1094.4
4301859,Barra do Guarita,1997,10-06,61,115,0.0,5.0,0.0,1119.1
4301859,Barra do Guarita,1997,10-11,60,113,0.0,5.0,0.0,1105.5
4301859,Barra do Guarita,1997,10-16,58,111,0.0,5.0,0.0,1015.5000000000001
4301859,Barra do Guarita,1997,10-21,57,109,0.0,5.0,0.0,910.8000000000001
4301859,Barra do Guarita,1997,10-26,56,107,0.0,5.0,0.0,825.2000000000004
4301859,Barra do Guarita,1997,10-31,55,106,4.4557344292414465,5.0,0.0,830.5000000000005
4301859,Barra do Guarita,1997,11-05,54,105,0.9227640571157361,5.0,0.0,814.2000000000003
4301859,Barra do Guarita,1997,11-10,54,106,0.0,2.0,0.0,793.4000000000003
4301859,Barra do Guarita,1997,11-15,53,105,0.0,2.0,0.0,760.5000000000003
4301859,Barra do Guarita,1997,11-20,52,105,0.0,2.0,0.0,749.9000000000004
4301859,Barra do Guarita,1997,11-25,50,105,0.0,5.0,0.0,741.8000000000004
4301859,Barra do Guarita,1997,11-30,49,104,0.0,5.0,0.0,750.4000000000004
4301859,Barra do Guarita,1997,12-05,50,105,0.0,6.0,0.0,730.6000000000004
4301859,Barra do Guarita,1997,12-10,49,105,0.0,8.0,0.0,686.4000000000002
4301859,Barra do Guarita,1997,12-15,48,106,33.25935968284294,8.0,0.0,636.6000000000004
4301859,Barra do Guarita,1997,12-20,47,107,81.52652724482483,8.0,0.0,587.7000000000003
4301859,Barra do Guarita,1998,10-01,59,111,0.0,6.0,0.0,1557.2000000000005
4301859,Barra do Guarita,1998,10-06,58,109,0.0,6.0,0.0,1461.1000000000006
